country,year,population,co2,gdp,co2_per_gdp,co2_per_capita,co2_growth_abs,co2_growth_prct,cumulative_co2,land_use_change_co2,cumulative_luc_co2,co2_including_luc,total_ghg,primary_energy_consumption,energy_per_gdp
Venezuela,1998,23601341.0,134.993,,,5.72,5.239,4.037,4138.772,18.95,6121.158,153.943,251.855,751.757,
Venezuela,1999,24066595.0,143.126,,,5.947,8.133,6.025,4281.898,16.971,6138.129,160.097,258.291,731.854,
Venezuela,2000,24526707.0,142.902,,,5.826,-0.224,-0.156,4424.8,21.028,6159.158,163.931,263.709,772.012,
Venezuela,2001,24979934.0,130.618,,,5.229,-12.285,-8.596,4555.418,14.813,6173.971,145.431,246.972,817.002,
Venezuela,2002,25435674.0,164.233,,,6.457,33.615,25.735,4719.651,10.931,6184.902,175.164,272.515,815.842,
Venezuela,2003,25892710.0,154.364,,,5.962,-9.869,-6.009,4874.015,22.557,6207.459,176.922,270.563,734.015,
Venezuela,2004,26340843.0,142.842,,,5.423,-11.522,-7.464,5016.857,15.523,6222.981,158.365,257.117,816.964,
Venezuela,2005,26785797.0,148.408,,,5.541,5.566,3.897,5165.266,10.921,6233.902,159.329,261.508,849.186,
Venezuela,2006,27224691.0,155.841,,,5.724,7.433,5.008,5321.107,13.978,6247.88,169.819,270.742,933.967,
Venezuela,2007,27649369.0,154.167,,,5.576,-1.674,-1.074,5475.274,22.543,6270.423,176.71,277.469,975.662,
Venezuela,2008,28053694.0,155.758,,,5.552,1.591,1.032,5631.032,15.441,6285.864,171.199,278.716,1000.321,
Venezuela,2009,28438296.0,152.176,,,5.351,-3.583,-2.3,5783.208,12.198,6298.062,164.374,267.759,1010.782,
Venezuela,2010,28813101.0,189.582,,,6.58,37.406,24.581,5972.79,10.006,6308.068,199.587,297.662,957.009,
Venezuela,2011,29185220.0,168.713,,,5.781,-20.869,-11.008,6141.502,13.575,6321.643,182.288,280.715,1009.919,
Venezuela,2012,29553829.0,175.845,,,5.95,7.133,4.228,6317.347,18.874,6340.517,194.719,298.394,1054.928,
Venezuela,2013,29912195.0,198.452,,,6.634,22.607,12.856,6515.799,15.279,6355.796,213.732,317.226,1037.009,
Venezuela,2014,30254080.0,175.992,,,5.817,-22.461,-11.318,6691.792,11.45,6367.246,187.442,290.561,1013.238,
Venezuela,2015,30573968.0,166.328,,,5.44,-9.663,-5.491,6858.12,13.029,6380.275,179.357,277.493,969.301,
Venezuela,2016,30765719.0,152.733,,,4.964,-13.595,-8.174,7010.853,11.312,6391.587,164.045,256.728,890.084,
Venezuela,2017,30565331.0,139.093,,,4.551,-13.64,-8.931,7149.946,13.766,6405.353,152.859,237.568,872.974,
Venezuela,2018,29807591.0,111.24,,,3.732,-27.854,-20.025,7261.186,10.106,6415.459,121.345,200.661,727.872,
Venezuela,2019,28938096.0,105.43,,,3.643,-5.809,-5.222,7366.617,10.266,6425.725,115.697,189.175,656.968,
Venezuela,2020,28444080.0,80.901,,,2.844,-24.529,-23.266,7447.518,9.53,6435.255,90.431,160.671,527.86,
Venezuela,2021,28237830.0,94.902,,,3.361,14.001,17.307,7542.42,8.387,6443.641,103.289,170.81,604.086,
Venezuela,2022,28213015.0,108.424,,,3.843,13.521,14.247,7650.844,9.131,6452.772,117.554,186.933,646.047,
Venezuela,2023,28300861.0,119.588,,,4.226,11.164,10.297,7770.432,9.9,6462.671,129.487,199.185,699.48,
Venezuela,2024,28405544.0,116.042,,,4.085,-3.545,-2.965,7886.474,9.901,6472.572,125.943,192.851,698.546,
